,bounding_box,date,inferred,keywords,lang,lat,lng
4360,"['49.980804', '49.981045', '11.6118041', '11.6118439']",2015-02-26 03:16:47,False,boylesque boys boys sleeps go,en,49.9808776,11.6118273
4361,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2017-07-29 10:18:11,True,think boylesque one,en,-37.8142176,144.9631608
4362,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-04-09 17:25:29,True,minimal burlesque boylesque panel skirt elastic,en,40.7127281,-74.0060152
4363,"['49.674', '61.061', '-14.015517', '2.0919117']",2016-06-22 09:00:41,True,great article boylesque dancer james glamonster rabideau,en,54.7023545,-3.2765753
4364,"['36.1011347', '36.1031729', '-115.1757494', '-115.1734353']",2018-10-25 07:31:09,True,another point photo nothing could less represent townhouse boylesque thing going couple hours third downstairs bar upstairs well dressed singing show tunes piano along everyone else,en,36.1021436,-115.174494632801
4365,"['29.6732517', '29.6738054', '-82.3236238', '-82.3231384']",2018-05-09 16:15:07,True,announced mischievous madam burlesque troupe boylesque takeover one night mischievous madams mischievous adams stellar line special guests plus dragtastic madams join forces present boylesque takeover,en,29.67357765,-82.3233746019217
4366,"['29.6732517', '29.6738054', '-82.3236238', '-82.3231384']",2017-12-24 00:50:38,False,clock burlesque comedy show starring naughty pierre clocktower clockettes tonight starring vintage modern classic comic burlesque boylesque variety award winning clocktower clockettes,en,39.7480987,-104.9956871
4367,"['51.2290265', '53.635', '-5.8077297', '-2.6498626']",2018-08-01 23:25:53,True,ps would ever burlesque boylesque would amazing using assells tassel ass,en,52.2928116,-3.73893
4368,"['45.261106', '45.581106', '-75.850308', '-75.530308']",2014-12-08 04:42:52,True,think penis menace would pretty good boylesque name,en,45.421106,-75.690308
4369,"['18.4357233', '18.4358233', '-69.9699968', '-69.9698968']",2014-11-10 01:58:03,True,performing pink christmas burlesque boylesque review,en,18.4357733,-69.9699468
4370,"['55.862607', '55.942607', '-4.4439569', '-4.3639569']",2019-01-20 19:31:12,True,lighter note come along amazing night drag kings boylesque,en,55.902607,-4.4039569
4371,"['-37.805096', '-37.804996', '144.904538', '144.904638']",2015-11-28 04:35:13,True,tonight miss firby cabaret egson ham mr boylesque australia thanks big west fest,en,-37.805046,144.904588
4372,"['49.0020468', '55.036025', '14.0696389', '24.145783']",2016-02-11 12:51:50,True,gods heroes boylesque show ju sobot,pl,52.215933,19.134422
4373,"['29.5370705', '30.1103506', '-95.9097419', '-95.0120525']",2017-08-15 01:18:51,True,upcoming event prohibition theatre presents long island boys boylesque show,en,29.7589382,-95.3676974
4374,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-02-03 14:49:31,True,round weekend special instalment showtunes filth resident boylesque star tom harlow free cocktails bucks,en,55.859126,-4.2463157
4375,"['42.3980845', '42.5046073', '-73.3388433', '-73.1820407']",2017-06-28 23:31:08,True,raising money brian boyer bingo attending boylesque bingo lending helping hand edition tap room,en,42.4500967,-73.2453785
4376,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2015-06-04 16:54:13,True,fantastic line stunning talents mention boylesque,en,39.7348381,-104.9653271
4377,,2018-08-01 20:11:04,True,august black manarchy today cast member spotlight native long beach california san francisco ballet trained currently resident boylesque,en,,
4378,"['44.89015', '45.05125', '-93.329163', '-93.1938584']",2018-02-27 06:36:22,True,performed boylesque show licensing laws hilariously inconsistent minneapolis saw co,en,44.9706705,-93.268217735811
4379,"['49.674', '61.061', '-14.015517', '2.0919117']",2016-04-01 18:31:30,True,miss new line showgirls comedy music sideshow boylesque rawrr,en,54.7023545,-3.2765753
4380,"['49.674', '61.061', '-14.015517', '2.0919117']",2016-01-27 22:05:52,False,cannot wait boylesque part dave leicester comedy festival book tickets,en,52.6251183,-1.12657
4381,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-05-20 02:47:27,True,boylesque june bring heard coming,en,32.7762719,-96.7968559
4382,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2015-11-23 13:53:27,False,warschauer notizen polens einzige boylesque show burlesque war gestern jetzt kommt boylesque und das im,de,32.7762719,-96.7968559
4383,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-11-16 20:10:38,True,buffalo boylesque,en,40.7127281,-74.0060152
4384,"['-35.0881805', '-34.7681805', '138.4399312', '138.7599312']",2015-09-28 15:32:37,True,girl king boylesque,en,-34.9281805,138.5999312
4385,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2015-02-19 13:49:49,True,really need weekend accident gh last boylesque tomorrow night dem jack jasper soundwave,en,-37.8142176,144.9631608
4386,"['-34.1732416', '-33.3641481', '150.260825', '151.3427428']",2018-02-23 23:31:28,True,bedlam artist announcement meet prince enigma brings risqu musical style stage next week former mr boylesque australia rock world mocking convention next red rattler marrickville tix,en,-33.8548157,151.2164539
4387,"['40.0587353', '40.0589433', '-83.1286555', '-83.1276093']",2016-10-04 23:04:14,True,join us october bourbon boylesque help raise funds send eros sea current mr gay,en,40.0587916,-83.1283309
4388,"['-28.0386214', '-28.0177397', '153.4239577', '153.436935']",2016-10-04 22:07:21,True,captain kidd world boylesque chion returned european tour performs,en,-28.0235886,153.4293335
4389,"['30.0984576', '30.5166255', '-97.9367663', '-97.5605288']",2016-10-13 15:53:32,True,sharing caring england russell jamie jointly decided became boylesque,en,30.2711286,-97.7436995
4390,"['51.4820239', '51.482339', '-2.7598913', '-2.7593747']",2016-11-03 19:33:19,True,first paper boylesque bar set high,en,51.48218145,-2.759633
4391,"['19.3721285', '19.3722489', '-72.3347764', '-72.3345291']",2016-12-19 01:51:06,True,brawn beauty boylesque briefs,en,19.37218875,-72.3346544510523
4392,"['40.7337507', '40.7338507', '-74.0021984', '-74.0020984']",2016-10-15 18:35:03,True,homo erectus boylesque boooooolesque doors,pt,40.7338007,-74.0021484
4393,"['35.967785', '36.405496', '-87.054766', '-86.515588']",2016-06-06 02:14:52,True,although still soft spot boylesque performance probably personal favorite,en,36.1622296,-86.7743531
4394,"['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']",2016-02-11 19:01:37,True,chesties custom boylesque mens pasties choose color,en,40.7896239,-73.9598939
4395,"['37.4229964', '37.4629964', '-122.1745229', '-122.1345229']",2015-08-06 02:44:53,True,wanna throw tech party fancy liquors cigars boylesque p sure get awesome people hang,en,37.4429964,-122.1545229
4396,"['50.3964112', '50.5207302', '-104.7781055', '-104.492066']",2015-06-12 03:20:33,True,st dr coffee cafe uk used rent rehearsal space male boylesque troupe,en,50.44876,-104.61731
4397,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-11-22 23:05:03,True,also boylesque dancer,en,47.6038321,-122.3300624
4398,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2015-05-20 07:42:16,True,congratulations tess ozteron accepted compete mr boylesque wa photo mariza melia,en,51.8448838,5.8641598
4399,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-10-16 06:53:53,True,early warning next week burlesque boylesque go sale classes aimed every body experience necessary early registration opens nd classes start winter,en,47.6038321,-122.3300624
4400,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2019-01-15 15:51:06,True,day two grind already cannot wait hump day tomorrow next week join gentlemen club boylesque bump grind,en,43.653963,-79.387207
4401,,2018-01-28 04:59:11,True,missed boylesque class friday love review session,en,,
4402,"['49.674', '61.061', '-14.015517', '2.0919117']",2015-01-04 04:11:32,True,version boylesque,en,54.7023545,-3.2765753
4403,"['40.7564751', '40.7580455', '-73.9866409', '-73.9853475']",2015-01-03 19:17:03,True,reigning king boylesque burlesque hall fame always lives name mr gorgeous,en,40.75728055,-73.9858550354592
4404,"['-33.9199488', '-33.9198488', '18.4205027', '18.4206027']",2014-12-11 17:08:25,True,hurry tickets left late night xxxmas boylesque show,en,-33.9198988,18.4205527
4405,"['42.222668', '42.323971', '-83.799572', '-83.675807']",2014-10-30 20:35:26,True,sunday boylesque deangela show shannon,en,42.2681569,-83.7312291
4406,"['-37.86023', '-37.8456839', '144.9842', '145.01232']",2014-10-24 10:48:17,True,great evening shoot beautiful pettifleur gh boylesque go like pages guys going love,en,-37.8519135,145.0005993
4407,"['51.4097707', '51.493134', '-1.0529948', '-0.9284943']",2018-02-15 08:54:11,True,joy boylesque,en,51.45149525,-0.983634249936538
4408,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2019-03-19 15:40:09,True,wien sagt ja das vienna boylesque festival im stadtsaal,de,48.2083537,16.3725042
4409,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-07-16 13:40:11,True,sle sale deco playsuit burluxe elastic burlesque boylesque,en,40.7127281,-74.0060152
4410,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2019-07-15 19:55:04,True,bevy drag burlesque boylesque happening summer vibes carnival theme,en,43.653963,-79.387207
4411,,2016-05-20 17:14:21,True,domingo hs boylesque teatro sala menor teatro ciudad de las artes tiempo de guerra el,es,,
4412,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-05-26 14:00:47,True,tonight riding room welcome fantastic boylesque resident tom harlow join us spritz cocktails free entry,en,55.859126,-4.2463157
4413,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-03-26 19:27:14,True,dearest seattleites lesbian sister jen gapay proud announce seattle boylesque festival,en,40.7127281,-74.0060152
4414,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-02-26 18:48:51,False,boylesque night mark weich hp,ja,40.7127281,-74.0060152
4415,"['41.390628', '41.604436', '-81.8790937', '-81.532744']",2016-04-11 02:28:09,True,bring boys boylesque displays artistry male burlesque,en,41.5051613,-81.6934446
4416,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-04-22 22:43:38,True,working boylesque,en,51.5073219,-0.1276474
4417,,2017-05-09 12:52:53,True,got fever prescription boylesque join,en,,
4418,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2017-03-28 18:10:10,True,seattle boylesque festival april late show benefits burlycon,en,47.6038321,-122.3300624
4419,"['51.9431248', '52.0185161', '5.507887', '5.6273145']",2014-11-16 16:37:41,True,een item dat ik draaide monteerde voor gay nl gt gt gt nieuw op gay nl videoreport king boylesque,nl,51.9808476,5.57456236683099
4420,"['48.6184485', '48.9384485', '9.0200132', '9.3400132']",2018-07-11 14:04:13,True,boylesque im stuttgarter sommer variet frauen zum ausrasten bringt,de,48.7784485,9.1800132
4421,,2015-06-12 03:27:59,True,st annual seattle boylesque festival teaser party bar,ja,,
4422,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-07-29 04:08:48,True,gif gt mov selen molina performs winston lucky ruby revue present boylesque,en,32.7762719,-96.7968559
4423,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-04-07 04:01:17,False,boylesque debut,en,32.7762719,-96.7968559
4424,"['43.095205', '43.415205', '-80.028202', '-79.708202']",2016-07-02 04:42:51,True,friend apollo boylesque routine involved completely rewriting lyrics,en,43.255205,-79.868202
4425,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-04-11 08:18:48,True,accepted compete mr boylesque wa finals tess ozteron tess ozteron unicorn magical,en,51.8448838,5.8641598
4426,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2018-08-21 14:12:39,False,stop know mister punch boylesque performing next friday finland miss amazing event cannot wait photo,en,60.4495,22.268
4427,"['37.886605', '39.7229331', '-79.4873055', '-74.9851723']",2019-02-22 06:46:04,True,tfw friend takes gay bar boylesque mr gay san diego talks raising cash reason town work homeless kids,en,39.5162234,-76.9382069
4428,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-06-22 17:00:39,True,check yummy uk boylesque star think needs season,en,47.6038321,-122.3300624
4429,"['-34.1732416', '-33.3641481', '150.260825', '151.3427428']",2018-05-26 07:22:12,True,omg five years ago need another willing boy boylesque win,en,-33.8548157,151.2164539
4430,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-09-21 06:20:41,True,boylesque performers pictures day brothers lovers sons night porn stars boy,en,40.7127281,-74.0060152
4431,"['41.6556417', '42.1410285', '12.2344669', '12.8557603']",2015-04-09 13:02:47,True,roma al royal burlesque revue arriva russell bruner il sex symbol del boylesque,fr,41.894802,12.4853384
4432,,2019-04-20 15:28:41,True,algo de boylesque va caer tan mal,ca,,
4433,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2016-03-09 16:42:51,True,meet costume designing vienna boylesque festival matt pedersen lucky enough date,en,40.6501038,-73.9495823
4434,"['51.3972838', '51.5444317', '-2.7183704', '-2.5104192']",2019-06-04 13:07:32,True,go speak boylesque performers see say,en,51.4538022,-2.5972985
4435,,2015-12-13 17:26:05,True,boylesque performer ron dez vous gliu photo ginger liu,fr,,
4436,,2019-04-03 00:37:37,True,cool fashion cool representation boylesque,en,,
4437,,2019-03-29 13:14:16,True,chorizo tart excellent boylesque name shakin stage,en,,
4438,,2019-03-24 14:43:40,False,boylesque club passione sexy bunny,ja,,
4439,,2019-03-16 13:05:50,False,boylesque night,ja,,
4440,,2016-06-19 00:53:12,False,better appear seattle third annual boylesque festival saying plan ahead,en,,
4441,"['30.0984576', '30.5166255', '-97.9367663', '-97.5605288']",2016-06-24 22:03:30,True,revue danger zone boylesque back tix info available,en,30.2711286,-97.7436995
4442,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-05-04 13:00:35,True,another stellar shot mod carousel seattle boylesque festival meneldor photography,en,47.6038321,-122.3300624
4443,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-06-17 21:32:38,True,boylesque,en,40.7127281,-74.0060152
4444,"['-55.3228175', '-9.0880125', '72.2461932', '168.2261259']",2015-06-11 02:00:13,True,photos boylesque festival vienna stadtsaal view full gallery,en,-24.7761086,134.755
4445,"['36.1011347', '36.1031729', '-115.1757494', '-115.1734353']",2016-06-04 18:05:26,True,tickets new york boylesque festival teaser party house yes,en,36.1021436,-115.174494632801
4446,,2015-11-29 17:58:39,True,last night saw doctor boylesque tom baker never,en,,
4447,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-06-10 13:35:08,True,seattle tickets first boylesque festival,en,47.6038321,-122.3300624
4448,,2018-05-11 04:27:55,True,thank excited get boylesque designs always get scared getting older feel different guess matter,en,,
4449,"['39.0374109', '39.103403', '16.2128568', '16.2778261']",2018-04-28 13:10:52,True,la maison de lol roma il primo ed unico show di boylesque,it,39.081748,16.2484787
4450,"['50.9541252', '51.0248928', '-0.6412405', '-0.5573014']",2017-06-28 18:00:43,True,burlesque boylesque july petfringe celebrating evening,en,50.9895265,-0.594729372524101
4451,,2015-09-28 15:30:35,True,girl king boylesque,en,,
4452,"['36.1011347', '36.1031729', '-115.1757494', '-115.1734353']",2016-05-29 18:03:37,True,half price tickets new york boylesque festival gramercy theatre,en,36.1021436,-115.174494632801
4453,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-01-21 03:40:17,True,wait boylesque know come find free teaser class gay city next tuesday,en,47.6038321,-122.3300624
4454,"['44.184598', '52.3791473', '22.137059', '40.2275801']",2014-12-04 22:30:17,True,prolly gona enjoy like enjoyed mean boys must check sa boylesque gays slay,en,49.4871968,31.2718321
4455,,2016-06-19 21:21:26,True,inside vienna boylesque festival documentary jacques patriaqu via,fr,,
4456,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2016-05-26 19:15:08,True,transgender activist boylesque dancer la fascinating latinos,en,40.6501038,-73.9495823
4457,"['50.8304399', '51.0849743', '6.7725303', '7.162028']",2015-05-11 16:02:07,True,mit bedauern muss divine teasers boylesque show aus gesundheitlichen gr nden abgesagt werden,de,50.938361,6.959974
4458,"['50.8304399', '51.0849743', '6.7725303', '7.162028']",2015-04-30 22:41:40,False,new event thunderballs james bond boylesque gorilla tango theatre chicago il,en,41.916468,-87.686668
4459,"['48.8155755', '48.902156', '2.224122', '2.4697602']",2015-04-25 11:44:58,True,boylesque,en,48.8566101,2.3514992
4460,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2014-11-19 12:04:51,True,preparation mr boylesque australia begins earnest countdown continues,en,51.8448838,5.8641598
4461,,2018-07-15 19:35:05,True,great boylesque show thanks outreach united awesome show,en,,
4462,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-09-24 14:11:39,True,mr boylesque wa pirateman via,tl,51.8448838,5.8641598
4463,,2015-04-24 17:39:40,True,show begins boylesque augsburg parktheater tour,en,,
4464,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2015-04-11 17:39:33,True,join tonight nycs alluring ladies brawniest boylesque,en,40.6501038,-73.9495823
4465,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-02-23 05:33:03,True,nyc get tickets bad apple boylesque,en,40.7127281,-74.0060152
4466,"['49.1984452', '49.3161714', '-123.2249611', '-123.0232419']",2016-10-22 00:17:31,True,seen boylesque close enough tell could tell though,en,49.2608724,-123.1139529
4467,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2015-08-28 23:27:56,True,live practice manscape boylesque,en,41.8755616,-87.6244212
4468,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-09-10 10:03:51,True,takes stage start night first mr boylesque competitors,en,51.8448838,5.8641598
4469,"['40.36152', '40.5012021', '-80.095517', '-79.865728']",2018-02-20 20:22:17,True,good friend pittsburgh premiere boylesque performer check one numbers much tiffany,en,40.4416941,-79.9900861
4470,"['-32.1127121', '-31.7927121', '115.7004796', '116.0204796']",2016-08-29 02:02:56,True,post boylesque balingup weekend times month together lovely,en,-31.9527121,115.8604796
4471,"['50.8072983', '50.8703661', '-0.1744421', '-0.0875354']",2018-05-10 14:31:20,True,godzilla firefax new boylesque name,en,50.8220399,-0.1374061
4472,"['54.9587414', '55.0387414', '-1.4721848', '-1.3921848']",2016-03-23 16:33:55,True,tomorrow night stockton watch perform live boylesque getting things heated mighty weekend,en,54.9987414,-1.4321848
4473,,2015-08-30 08:00:03,True,happy incredible tigger boylesque coney island tonight feeling bit night porter,en,,
4474,"['48.6208911', '48.6210935', '22.2968868', '22.2972212']",2017-08-14 15:29:52,True,met boylesque performer weekend added fb prepared stream pretty pinup pictures feed,en,48.62100595,22.2970538211146
4475,"['38.7911303', '41.357757', '-75.563386', '-73.8940326']",2018-04-04 20:50:06,True,sometimes really feel straight cis men need stay burlesque unless specifically boylesque majority men enter realm end getting handsy abusive burlesque ladies extremely sensitive like tolerance abuse disrespect,en,40.0757384,-74.4041622
4476,,2018-03-29 17:17:08,True,think technique showing potential exle nails whadda ya think get boylesque,en,,
4477,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-03-04 17:15:06,True,thank haus g catching bad side anthony grey last night bizzarre boylesque show photographed,en,40.7127281,-74.0060152
4478,"['55.7011389', '56.0211389', '-4.4101672', '-4.0901672']",2015-04-28 21:22:12,True,currently moustache practiced make look ended boylesque genderfuck wails rends garment,en,55.8611389,-4.2501672
4479,,2017-10-14 13:07:10,True,shirt boylesque came absolutely love bondage trousers still arrived yet outfit frames art,en,,
4480,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2017-06-04 22:49:00,True,gazillion congratulations winning king boylesque title,en,47.6038321,-122.3300624
4481,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-02-02 17:08:28,True,nite celebrate dirty birthday late nite boylesque show frankie,en,40.7127281,-74.0060152
4482,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-03-31 03:40:12,True,last boylesque art cried little,en,-37.8142176,144.9631608
4483,"['41.6765556', '83.3362128', '-141.00275', '-52.3231981']",2017-07-21 20:40:47,True,boylesque call burlesque brooklyn,en,61.0666922,-107.9917071
4484,"['41.6765556', '83.3362128', '-141.00275', '-52.3231981']",2018-11-29 01:53:21,False,danny daire boylesque perforner feminine twist male burlesque performer available perform across,en,61.0666922,-107.9917071
4485,"['43.4994288', '49.3844901', '-97.2392619', '-89.483385']",2016-05-02 12:00:14,True,lush boylesque,en,45.9896587,-94.6113288
4486,"['43.4994288', '49.3844901', '-97.2392619', '-89.483385']",2014-11-14 11:34:38,False,grey hound friday night boylesque mattiostenso dpdy k footscray,en,-37.79892073,144.89085279
4487,"['49.674', '55.917', '-6.7047494', '2.0919117']",2015-08-28 16:01:45,True,also us hoping get booth boylesque show briefs sept need interest,en,52.7954791,-0.540240286617432
4488,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-08-07 16:26:23,True,see later nothing finishes week work hassles like bit boylesque,en,51.5073219,-0.1276474
4489,"['-16.5221226', '-16.5220226', '-68.1507359', '-68.1506359']",2015-08-01 12:19:42,True,fact boylesque dancer starts routine wearing hat going end routine putting crotch,en,-16.5220726,-68.1506859
4490,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-06-20 22:55:45,True,boylesque hawtie want see,en,40.7127281,-74.0060152
4491,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2016-07-16 19:07:49,True,hey denver tickets going fast tomorrow night boylesque extravaganza lannie clocktower cabaret,en,39.7392364,-104.9848623
4492,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2018-02-17 06:59:14,True,tickets mod carousel oui oui boylesque show sale,en,39.7348381,-104.9653271
4493,,2016-11-27 01:22:40,True,watched questionable burlesque last night fell lust boylesque performer wine gin wine,en,,
4494,,2015-09-28 15:30:34,False,girl king boylesque,en,,
4495,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-02-05 23:27:41,True,currently many emotions boylesque dc villains show cannot cope,en,-37.8142176,144.9631608
4496,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2015-12-19 22:26:16,False,boylesque performer matt finnish hollywood gliu photo ginger liu photography posted photo,en,-37.8142176,144.9631608
4497,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2016-09-19 11:32:01,True,grab glitziest garb boylesque briefs boys last days,en,51.5073219,-0.1276474
4498,"['51.507815', '51.507915', '-0.1246097', '-0.1245097']",2016-08-18 10:25:12,True,chris harder twink hairy beast renowned club performer new york city boylesque dancer gogo,en,51.507865,-0.1245597
4499,"['51.507815', '51.507915', '-0.1246097', '-0.1245097']",2015-02-21 02:00:22,False,except boylesque gh dancing boylesque burlesque striptease,en,51.507865,-0.1245597
4500,"['51.507815', '51.507915', '-0.1246097', '-0.1245097']",2019-01-15 09:10:29,False,see perform burlesque acts danny daire drag meets burlesque dannydaire burlesque boylesque,en,51.507865,-0.1245597
4501,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-03-06 15:03:46,True,boylesque sensation return riding room showtunes filth free cocktails bucks,en,55.859126,-4.2463157
4502,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2015-09-28 15:32:36,False,girl king boylesque,en,55.859126,-4.2463157
4503,"['35.8632225', '36.2393147', '-79.0162827', '-78.6992878']",2018-12-22 02:24:44,True,noted still need boylesque name taking suggestions,en,36.0181316,-78.8751582
4504,"['35.8632225', '36.2393147', '-79.0162827', '-78.6992878']",2016-06-18 03:42:56,False,regrann boylesque cast,en,36.0181316,-78.8751582
4505,"['41.390628', '41.604436', '-81.8790937', '-81.532744']",2016-04-16 05:08:20,True,photostream boylesque burlesque anastasia pantsios,en,41.5051613,-81.6934446
4506,"['40.3119774', '40.6437293', '-3.8889539', '-3.5179163']",2015-05-20 13:03:52,True,ximo chen actuando en el boylesque festival vienna,es,40.4167047,-3.7035825
4507,"['45.4465637', '45.4466637', '-75.7268357', '-75.7267357']",2016-12-03 12:10:13,True,listen online apt live hear bytowne boys ottawa premier boylesque troupe,en,45.4466137,-75.7267857
4508,,2015-09-11 15:02:01,True,well theres also called boylesque guy act doubt anyone would pay see wide,en,,
4509,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-06-13 04:45:08,True,st annual seattle boylesque festival amazing cannot wait minutes,en,47.6038321,-122.3300624
4510,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-11-13 19:05:20,True,talented boylesque superstar tom harlow returns fine monday showtunes filth free cocktails bucks,en,55.859126,-4.2463157
4511,"['33.4480348', '33.9003989', '-111.9608697', '-111.7562452']",2017-06-22 16:44:20,True,get ready seattle gender bending boylesque star miss ter featured guest july show tix,en,33.5091215,-111.8992365
4512,"['21.148', '21.1481', '94.8718514', '94.8719514']",2018-05-31 09:13:29,True,boylesque amazing yesterday n kinda made friends tristan ginger wild,en,21.14805,94.8719014
4513,"['20.2145811', '35.8984245', '135.8536855', '154.205541']",2015-06-16 16:44:36,True,boylesque star waxie moon pike street,en,35.6828387,139.7594549
4514,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-04-14 15:02:29,True,tonight welcome back internationally famous boy boylesque tom harlow showtunes filth free entry cocktails bucks,en,55.859126,-4.2463157
4515,,2018-12-10 02:46:03,True,studs terkel also boylesque name,en,,
4516,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2016-05-26 21:17:41,True,david pereira jack woodhead blow us away sexy highly skilled hilarious boylesque,en,34.0536909,-118.2427666
4517,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-05-19 23:55:38,True,super excited headline premiere boylesque revu,en,47.6038321,-122.3300624
4518,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-08-05 12:00:36,True,weekend aussie boylesque troupe briefs back gloriously cheeky live show,en,51.5073219,-0.1276474
4519,"['47.2701114', '55.099161', '5.8663153', '15.0419319']",2018-09-07 07:59:24,True,last saturday show photoshoot newspaper interview new boylesque performer rapido ledea saturday start rehearsing new dinner show grand hotel burlesque premiere november central kabarett,en,51.0834196,10.4234469
4520,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-06-21 02:09:02,True,look reveal mr roccochanel serving hot boylesque platter,en,40.7127281,-74.0060152
4521,"['41.559413', '41.599596', '-72.361687', '-72.302383']",2018-08-31 09:56:40,True,show moves organising evening video game themed burlesque boylesque strip tease interactive fun plenty prizes thurs sept tickets,en,41.579503,-72.341581249226
4522,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2015-01-07 18:24:55,True,photo viktorian white elephant burlesque nyc burlesque boylesque mondays,en,40.8936131,-74.2606974
4523,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-12-06 09:00:04,True,win tix boylesque extravaganza briefs enter via instagram page thurs,en,-37.8142176,144.9631608
4524,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-09-17 04:25:41,True,c representative mr boylesque international ziggy charms baptised glitter tease ziggy,en,51.8448838,5.8641598
4525,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-05-31 12:21:33,True,feel like bunny ears gonna make comeback boylesque leather b,en,-37.8142176,144.9631608
4526,"['47.1668108', '47.31898', '-122.562265', '-122.3481499']",2015-03-26 03:35:34,True,boylesque inspiration middle earth,en,47.2495798,-122.4398746
4527,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2015-05-13 12:57:37,True,boylesque festival vienna starting tomorrow cannot wait perform amazing people,en,52.5170365,13.3888599
4528,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2016-09-19 02:32:05,True,drag dew lily boylesque,en,51.5073219,-0.1276474
4529,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-09-09 14:02:11,True,stage full boylesque dancers fuckboys decide,en,-37.8142176,144.9631608
4530,"['40.898187292929', '40.898287292929', '-74.001617575758', '-74.001517575758']",2017-05-22 19:00:20,True,trump dump boylesque edition hits slipper room tonight,en,40.8982372929293,-74.0015675757576
4531,"['40.898187292929', '40.898287292929', '-74.001617575758', '-74.001517575758']",2015-04-03 14:38:35,False,boylesque great changes id suggest run public poll people prefer bc pay,en,40.8982372929293,-74.0015675757576
4532,,2016-08-03 05:49:05,True,vaudeville boylesque class mixed ladies class starts thursday august address,en,,
